cp,mp,popSize,top_1,top_3,top_5,avg_exam_1,avg_exam_3,avg_exam_5
0.7,0.6,100,1,9,20,0.01,0.667,0.62
0.2,0.2,500,7,8,25,0.01,0.375,0.664
0.5,0.7,100,1,15,23,0.01,0.956,0.713
0.8,0.4,500,7,8,25,0.01,0.375,0.664
0.6,0.1,250,7,19,25,0.01,0.561,0.496
0.6,0.8,50,1,8,14,0.01,0.625,0.629
0.6,0.6,450,1,19,19,0.01,0.842,0.505
0.5,0.8,150,7,19,24,0.01,0.561,0.433
0.2,0.5,100,1,19,26,0.01,0.719,0.546
0.6,0.6,250,7,19,25,0.01,0.561,0.496
0.9,0.8,450,1,19,19,0.01,0.842,0.505
0.6,0.4,250,7,19,25,0.01,0.561,0.496
0.5,0.1,350,1,9,20,0.01,0.667,0.62
0.5,0.6,100,7,9,20,0.01,0.444,0.67
0.7,0.4,300,7,9,14,0.01,0.444,0.529
1,0.7,250,7,19,25,0.01,0.561,0.496
0.9,0.1,200,7,14,27,0.01,0.643,0.622
0.4,0.8,450,1,19,19,0.01,0.842,0.505
1,0.5,50,1,19,26,0.01,0.719,0.546
0.4,0.5,500,7,8,25,0.01,0.375,0.664
1,0.7,350,1,9,20,0.01,0.667,0.62
1,0.7,150,7,19,24,0.01,0.561,0.433
0.6,0.3,100,1,9,14,0.01,0.926,0.643
0.1,0.5,350,1,9,20,0.01,0.667,0.62
0.4,0.6,150,7,19,24,0.01,0.561,0.433
0.6,0.3,400,7,19,24,0.01,0.561,0.433
1,0.2,300,7,9,14,0.01,0.444,0.529
0.3,0.7,300,7,9,14,0.01,0.444,0.529
1,0.6,150,7,19,24,0.01,0.561,0.433
0.3,0.2,200,7,14,22,0.01,0.643,0.536
0.3,0.4,150,7,19,24,0.01,0.561,0.433
0.6,0.2,150,7,19,24,0.01,0.561,0.433
0.2,0.3,350,1,9,20,0.01,0.667,0.62
0.6,0.6,300,7,9,14,0.01,0.444,0.529
1,0.2,150,7,19,24,0.01,0.561,0.433
0.3,0.1,450,1,19,19,0.01,0.842,0.505
0.6,0.7,350,1,9,20,0.01,0.667,0.62
0.4,1,200,7,19,25,0.01,0.561,0.496
0.1,0.3,300,7,9,14,0.01,0.444,0.529
0.8,0.7,350,1,9,20,0.01,0.667,0.62
0.6,1,100,1,9,14,0.01,0.926,0.643
0.5,0.3,50,1,8,20,0.01,0.625,0.74
0.3,0.5,300,7,9,14,0.01,0.444,0.529
1,0.8,50,1,2,15,0.01,0.667,0.84
0.1,0.7,200,1,2,21,0.01,0.667,0.81
0.3,0.6,50,7,18,26,0.01,0.741,0.592
0.3,0.7,50,1,14,22,0.01,0.786,0.591
0.8,1,300,7,9,14,0.01,0.444,0.529
1,0.1,50,1,8,19,0.01,0.917,0.747
0.3,1,300,7,9,14,0.01,0.444,0.529
0.7,0.4,50,7,9,15,0.01,0.444,0.56
0.6,0.5,400,7,19,24,0.01,0.561,0.433
0.9,0.5,100,7,19,22,0.01,0.561,0.418
0.8,1,400,7,19,24,0.01,0.561,0.433
0.7,0.1,300,7,9,14,0.01,0.444,0.529
0.5,0.2,200,1,8,15,0.01,0.625,0.653
0.3,0.9,300,7,9,14,0.01,0.444,0.529
0.9,0.7,300,7,9,14,0.01,0.444,0.529
0.4,1,100,1,9,20,0.01,0.667,0.62
0.2,0.8,500,7,8,25,0.01,0.375,0.664
0.6,0.6,50,1,8,19,0.01,0.917,0.747
0.5,0.3,500,7,8,25,0.01,0.375,0.664
0.9,0.5,150,7,19,24,0.01,0.561,0.433
0.3,0.9,450,1,19,19,0.01,0.842,0.505
0.1,0.9,450,1,19,19,0.01,0.842,0.505
0.1,0.8,500,7,8,25,0.01,0.375,0.664
0.4,0.6,500,7,8,25,0.01,0.375,0.664
0.8,0.7,300,7,9,14,0.01,0.444,0.529
0.7,0.1,400,7,19,24,0.01,0.561,0.433
0.8,0.6,200,7,18,21,0.01,0.537,0.39
0.5,1,450,1,19,19,0.01,0.842,0.505
1,0.9,500,7,8,25,0.01,0.375,0.664
0.3,0.1,50,1,8,14,0.01,0.625,0.629
1,0.5,200,1,2,23,0.01,0.667,0.826
0.8,0.4,350,1,9,20,0.01,0.667,0.62
0.5,0.1,250,7,19,25,0.01,0.561,0.496
0.9,0.3,150,7,19,24,0.01,0.561,0.433
0.8,0.4,100,1,8,9,0.01,0.625,0.444
0.5,1,50,1,9,20,0.01,0.667,0.62
0.8,0.9,450,1,19,19,0.01,0.842,0.505
0.7,0.4,350,1,9,20,0.01,0.667,0.62
1,0.5,500,7,8,25,0.01,0.375,0.664
0.2,0.2,150,7,19,24,0.01,0.561,0.433
0.8,1,450,1,19,19,0.01,0.842,0.505
0.3,0.5,350,1,9,20,0.01,0.667,0.62
0.9,0.3,200,7,14,27,0.01,0.643,0.622
0.6,0.2,500,7,8,25,0.01,0.375,0.664
0.6,0.6,500,7,8,25,0.01,0.375,0.664
0.7,0.6,250,7,19,25,0.01,0.561,0.496
0.3,0.7,250,7,19,25,0.01,0.561,0.496
0.3,0.3,500,7,8,25,0.01,0.375,0.664
0.1,0.1,50,1,9,20,0.01,0.667,0.62
1,1,150,7,19,24,0.01,0.561,0.433
0.6,0.5,500,7,8,25,0.01,0.375,0.664
0.5,0.2,250,7,19,25,0.01,0.561,0.496
0.3,0.8,50,7,21,25,0.01,0.603,0.432
0.8,0.4,250,7,19,25,0.01,0.561,0.496
0.1,0.4,450,1,19,19,0.01,0.842,0.505
0.5,0.8,400,7,19,24,0.01,0.561,0.433
0.7,0.9,300,7,9,14,0.01,0.444,0.529
0.1,1,50,1,9,20,0.01,0.667,0.62
0.5,0.4,150,7,19,24,0.01,0.561,0.433
0.3,0.8,400,7,19,24,0.01,0.561,0.433
0.5,1,400,7,19,24,0.01,0.561,0.433
0.5,0.5,300,7,9,14,0.01,0.444,0.529
0.7,0.2,350,1,9,20,0.01,0.667,0.62
0.7,0.4,150,7,19,24,0.01,0.561,0.433
0.7,0.4,250,7,19,25,0.01,0.561,0.496
0.4,0.6,50,7,19,20,0.01,0.561,0.37
0.2,0.9,150,7,19,24,0.01,0.561,0.433
0.3,0.2,350,1,9,20,0.01,0.667,0.62
1,1,100,1,19,22,0.01,0.842,0.564
1,0.4,350,1,9,20,0.01,0.667,0.62
1,0.4,100,7,19,21,0.01,0.561,0.4
0.4,0.5,250,7,19,25,0.01,0.561,0.496
0.6,0.3,350,1,9,20,0.01,0.667,0.62
0.9,0.7,50,1,16,20,0.01,0.667,0.52
0.3,0.4,100,1,18,18,0.01,0.704,0.422
0.9,0.3,50,7,19,20,0.01,0.737,0.46
0.3,0.3,200,1,2,16,0.01,0.667,0.75
0.2,0.5,350,1,9,20,0.01,0.667,0.62
0.5,0.2,400,7,19,24,0.01,0.561,0.433
0.3,0.8,150,7,19,24,0.01,0.561,0.433
0.9,0.9,450,1,19,19,0.01,0.842,0.505
0.1,0.5,150,7,19,24,0.01,0.561,0.433
0.2,0.1,250,7,19,25,0.01,0.561,0.496
0.3,0.4,350,1,9,20,0.01,0.667,0.62
0.2,0.8,50,1,16,25,0.01,0.667,0.576
0.8,1,200,7,19,21,0.01,0.561,0.381
0.1,0.9,100,1,9,20,0.01,0.667,0.62
0.7,0.9,50,1,9,15,0.01,0.667,0.64
0.7,0.9,450,1,19,19,0.01,0.842,0.505
0.3,1,350,1,9,20,0.01,0.667,0.62
0.1,0.3,200,7,19,25,0.01,0.737,0.576
1,0.2,500,7,8,25,0.01,0.375,0.664
0.4,0.3,500,7,8,25,0.01,0.375,0.664
0.1,0.2,300,7,9,14,0.01,0.444,0.529
0.3,0.2,250,7,19,25,0.01,0.561,0.496
0.4,0.4,200,7,14,22,0.01,0.643,0.536
0.5,0.2,150,7,19,24,0.01,0.561,0.433
0.9,0.5,400,7,19,24,0.01,0.561,0.433
0.9,0.5,450,1,19,19,0.01,0.842,0.505
1,0.1,350,1,9,20,0.01,0.667,0.62
0.7,0.7,200,7,14,21,0.01,0.643,0.543
0.2,0.9,200,1,15,20,0.01,0.644,0.49
0.4,0.7,250,7,19,25,0.01,0.561,0.496
0.7,0.1,450,1,19,19,0.01,0.842,0.505
0.4,1,250,7,19,25,0.01,0.561,0.496
0.9,1,500,7,8,25,0.01,0.375,0.664
1,0.2,200,7,21,25,0.01,0.603,0.432
0.5,0.4,400,7,19,24,0.01,0.561,0.433
0.2,0.2,50,7,8,14,0.01,0.417,0.571
0.1,0.7,300,7,9,14,0.01,0.444,0.529
1,0.6,200,1,2,23,0.01,0.667,0.826
0.3,0.8,500,7,8,25,0.01,0.375,0.664
1,0.5,150,7,19,24,0.01,0.561,0.433
0.4,0.5,300,7,9,14,0.01,0.444,0.529
0.1,0.1,150,7,19,24,0.01,0.561,0.433
1,0.9,400,7,19,24,0.01,0.561,0.433
0.4,0.1,50,1,9,20,0.01,0.667,0.62
1,0.7,100,7,9,22,0.01,0.444,0.6
0.7,0.8,250,7,19,25,0.01,0.561,0.496
0.9,0.6,450,1,19,19,0.01,0.842,0.505
0.3,0.6,350,1,9,20,0.01,0.667,0.62
1,0.3,450,1,19,19,0.01,0.842,0.505
0.2,0.6,100,1,8,20,0.01,0.625,0.64
0.3,0.3,450,1,19,19,0.01,0.842,0.505
0.8,0.1,200,7,8,18,0.01,0.417,0.611
0.6,1,400,7,19,24,0.01,0.561,0.433
0.4,0.2,300,7,9,14,0.01,0.444,0.529
0.5,0.1,200,7,18,24,0.01,0.537,0.45
0.7,0.1,500,7,8,25,0.01,0.375,0.664
0.7,0.3,250,7,19,25,0.01,0.561,0.496
0.7,1,450,1,19,19,0.01,0.842,0.505
0.8,0.3,400,7,19,24,0.01,0.561,0.433
0.5,0.6,450,1,19,19,0.01,0.842,0.505
0.1,0.3,350,1,9,20,0.01,0.667,0.62
0.8,0.3,450,1,19,19,0.01,0.842,0.505
0.3,0.1,400,7,19,24,0.01,0.561,0.433
0.4,0.6,400,7,19,24,0.01,0.561,0.433
0.2,0.8,200,7,21,21,0.01,0.603,0.362
0.2,1,250,7,19,25,0.01,0.561,0.496
0.7,0.2,500,7,8,25,0.01,0.375,0.664
0.6,0.7,250,7,19,25,0.01,0.561,0.496
0.1,0.5,400,7,19,24,0.01,0.561,0.433
0.8,0.6,400,7,19,24,0.01,0.561,0.433
0.4,0.7,50,1,16,20,0.01,0.667,0.52
0.5,0.8,350,1,9,20,0.01,0.667,0.62
0.7,0.8,50,1,8,9,0.01,0.625,0.422
0.9,0.8,100,1,19,22,0.01,0.842,0.545
0.1,0.2,350,1,9,20,0.01,0.667,0.62
0.3,0.5,250,7,19,25,0.01,0.561,0.496
0.5,0.2,500,7,8,25,0.01,0.375,0.664
0.5,0.7,450,1,19,19,0.01,0.842,0.505
0.2,0.7,450,1,19,19,0.01,0.842,0.505
0.6,0.7,300,7,9,14,0.01,0.444,0.529
0.2,1,500,7,8,25,0.01,0.375,0.664
0.4,0.1,250,7,19,25,0.01,0.561,0.496
0.1,0.4,500,7,8,25,0.01,0.375,0.664
0.2,0.3,450,1,19,19,0.01,0.842,0.505
1,0.5,100,7,13,18,0.01,0.641,0.556
0.7,0.6,50,7,9,15,0.01,0.444,0.56
0.3,0.5,50,7,13,18,0.01,0.641,0.5
1,0.4,400,7,19,24,0.01,0.561,0.433
0.4,0.9,300,7,9,14,0.01,0.444,0.529
0.8,0.7,50,1,8,9,0.01,0.917,0.6
0.6,0.5,350,1,9,20,0.01,0.667,0.62
0.4,0.7,400,7,19,24,0.01,0.561,0.433
0.5,0.7,50,1,9,20,0.01,0.667,0.73
0.6,0.7,150,7,19,24,0.01,0.561,0.433
1,0.6,250,7,19,25,0.01,0.561,0.496
0.8,0.3,350,1,9,20,0.01,0.667,0.62
0.9,0.4,100,1,2,21,0.01,0.667,0.886
0.9,0.5,300,7,9,14,0.01,0.444,0.529
0.6,0.7,500,7,8,25,0.01,0.375,0.664
0.3,0.4,50,1,9,15,0.01,0.667,0.64
0.3,0.3,100,1,16,18,0.01,0.667,0.467
0.7,1,200,7,14,21,0.01,0.643,0.543
0.1,1,350,1,9,20,0.01,0.667,0.62
0.8,0.7,100,1,9,20,0.01,0.667,0.62
0.5,0.5,500,7,8,25,0.01,0.375,0.664
0.7,0.4,450,1,19,19,0.01,0.842,0.505
0.9,1,400,7,19,24,0.01,0.561,0.433
0.4,1,50,1,9,20,0.01,0.667,0.62
0.1,0.8,250,7,19,25,0.01,0.561,0.496
0.9,0.4,50,1,2,8,0.01,0.667,0.85
0.2,0.5,300,7,9,14,0.01,0.444,0.529
0.7,0.7,350,1,9,20,0.01,0.667,0.62
0.1,0.7,100,7,19,20,0.01,0.561,0.37
0.2,0.4,100,1,9,20,0.01,0.667,0.62
0.2,0.7,400,7,19,24,0.01,0.561,0.433
1,0.1,150,7,19,24,0.01,0.561,0.433
1,0.6,50,7,13,13,0.01,0.641,0.385
0.4,0.2,200,7,19,25,0.01,0.561,0.496
0.3,0.1,150,7,19,24,0.01,0.561,0.433
0.1,0.9,250,7,19,25,0.01,0.561,0.496
0.2,0.7,250,7,19,25,0.01,0.561,0.496
0.7,0.5,100,1,9,20,0.01,0.667,0.62
0.4,0.7,200,1,8,19,0.01,0.917,0.811
0.8,0.8,50,7,8,9,0.01,0.375,0.311
0.8,0.9,350,1,9,20,0.01,0.667,0.62
0.1,0.3,100,1,16,21,0.01,0.667,0.543
0.4,0.9,50,1,18,18,0.01,0.704,0.422
0.1,1,400,7,19,24,0.01,0.561,0.433
0.9,0.4,450,1,19,19,0.01,0.842,0.505
0.4,0.2,350,1,9,20,0.01,0.667,0.62
0.1,0.4,100,1,9,20,0.01,0.667,0.62
0.2,0.3,250,7,19,25,0.01,0.561,0.496
0.2,0.2,400,7,19,24,0.01,0.561,0.433
1,0.1,500,7,8,25,0.01,0.375,0.664
0.7,1,500,7,8,25,0.01,0.375,0.664
0.9,0.9,250,7,19,25,0.01,0.561,0.496
1,0.2,100,7,19,25,0.01,0.561,0.456
0.5,0.4,100,1,9,20,0.01,0.667,0.62
0.4,0.7,500,7,8,25,0.01,0.375,0.664
0.1,0.7,150,7,19,24,0.01,0.561,0.433
0.5,0.1,50,1,9,20,0.01,0.667,0.62
0.5,1,250,7,19,25,0.01,0.561,0.496
0.5,0.1,450,1,19,19,0.01,0.842,0.505
0.8,0.1,150,7,19,24,0.01,0.561,0.433
0.6,1,350,1,9,20,0.01,0.667,0.62
0.9,0.1,350,1,9,20,0.01,0.667,0.62
0.1,0.4,350,1,9,20,0.01,0.667,0.62
1,0.5,400,7,19,24,0.01,0.561,0.433
1,0.8,100,1,19,22,0.01,0.842,0.564
0.7,1,150,7,19,24,0.01,0.561,0.433
0.3,0.8,100,1,2,20,0.01,0.667,0.87
0.8,0.2,100,1,8,9,0.01,0.625,0.444
0.7,1,250,7,19,25,0.01,0.561,0.496
0.3,0.4,500,7,8,25,0.01,0.375,0.664
0.6,0.3,450,1,19,19,0.01,0.842,0.505
0.4,0.3,250,7,19,25,0.01,0.561,0.496
0.6,0.3,300,7,9,14,0.01,0.444,0.529
1,0.5,350,1,9,20,0.01,0.667,0.62
0.2,0.6,250,7,19,25,0.01,0.561,0.496
0.9,0.9,350,1,9,20,0.01,0.667,0.62
0.8,0.3,200,7,19,21,0.01,0.561,0.381
0.8,0.2,350,1,9,20,0.01,0.667,0.62
0.1,0.5,300,7,9,14,0.01,0.444,0.529
0.8,0.2,150,7,19,24,0.01,0.561,0.433
0.2,0.9,350,1,9,20,0.01,0.667,0.62
0.7,0.8,500,7,8,25,0.01,0.375,0.664
0.8,0.2,50,1,8,19,0.01,0.917,0.747
0.2,0.6,200,1,16,23,0.01,0.667,0.583
0.4,0.9,250,7,19,25,0.01,0.561,0.496
0.7,1,400,7,19,24,0.01,0.561,0.433
0.6,0.5,300,7,9,14,0.01,0.444,0.529
0.7,0.3,500,7,8,25,0.01,0.375,0.664
1,0.6,350,1,9,20,0.01,0.667,0.62
0.9,0.3,500,7,8,25,0.01,0.375,0.664
0.9,0.9,200,1,18,22,0.01,0.704,0.491
0.8,1,250,7,19,25,0.01,0.561,0.496
0.3,0.8,250,7,19,25,0.01,0.561,0.496
0.4,1,350,1,9,20,0.01,0.667,0.62
0.8,0.7,250,7,19,25,0.01,0.561,0.496
0.4,0.8,300,7,9,14,0.01,0.444,0.529
0.4,0.3,50,1,2,8,0.01,0.667,0.7
0.3,0.9,200,1,9,18,0.01,0.926,0.778
0.4,0.7,450,1,19,19,0.01,0.842,0.505
0.2,0.9,400,7,19,24,0.01,0.561,0.433
0.1,0.6,400,7,19,24,0.01,0.561,0.433
0.5,0.3,300,7,9,14,0.01,0.444,0.529
0.9,0.6,400,7,19,24,0.01,0.561,0.433
0.6,0.5,100,7,14,19,0.01,0.643,0.547
0.6,0.9,50,1,8,19,0.01,0.917,0.747
0.1,0.2,400,7,19,24,0.01,0.561,0.433
0.9,0.7,100,1,19,22,0.01,0.842,0.545
0.5,1,200,7,18,24,0.01,0.537,0.45
0.2,0.1,450,1,19,19,0.01,0.842,0.505
0.5,0.4,50,7,8,14,0.01,0.375,0.471
0.5,0.6,200,7,8,15,0.01,0.375,0.573
0.6,0.9,400,7,19,24,0.01,0.561,0.433
0.7,0.1,350,1,9,20,0.01,0.667,0.62
0.8,1,150,7,19,24,0.01,0.561,0.433
0.7,0.2,200,1,8,22,0.01,0.625,0.718
0.7,0.5,300,7,9,14,0.01,0.444,0.529
0.7,0.3,50,1,14,14,0.01,0.786,0.471
1,0.9,200,1,9,25,0.01,0.667,0.696
0.3,0.6,100,7,19,26,0.01,0.561,0.477
0.4,0.4,400,7,19,24,0.01,0.561,0.433
0.8,0.5,250,7,19,25,0.01,0.561,0.496
1,0.2,50,1,14,19,0.01,0.786,0.611
0.9,0.2,400,7,19,24,0.01,0.561,0.433
0.1,0.6,200,1,14,19,0.01,0.786,0.558
0.6,0.2,450,1,19,19,0.01,0.842,0.505
0.7,0.5,450,1,19,19,0.01,0.842,0.505
0.3,0.6,300,7,9,14,0.01,0.444,0.529
0.1,0.7,350,1,9,20,0.01,0.667,0.62
0.6,0.2,50,7,8,14,0.01,0.375,0.557
0.8,0.6,50,1,9,14,0.01,0.926,0.714
0.2,0.2,200,7,19,25,0.01,0.737,0.576
1,0.2,450,1,19,19,0.01,0.842,0.505
0.8,0.4,300,7,9,14,0.01,0.444,0.529
0.3,0.6,400,7,19,24,0.01,0.561,0.433
0.3,0.9,50,7,8,21,0.01,0.417,0.667
0.9,0.3,100,1,8,14,0.01,0.625,0.643
